Molecule,PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,Unnamed: 4,Half-Life in MLM minutes,Binary Classification
[Cl]C=1C2=C3C4=O.S=567=O.O=5.O5C=1C1=C3N3C=8C9%10C6%11[H].C76%12C4=8.C547[H].[H]%11.[H]9.[H]%10.[H]6.[H]%12.[H]3.[H]1.[H]2.[H]4.[H]7,53362549,"InChI=1S/C13H12ClNO4S/c1-19-12-5-11-7(4-9(12)14)13(16)8-6-20(17,18)3-2-10(8)15-11/h4-5H,2-3,6H2,1H3,(H,15,16)",FEKJDWKPXZZENU-UHFFFAOYSA-N,,990.0,1
[Cl]C=1C2=C3C4=O.S56=O.O7C=1C1=C3N3C8=C4C54[H].C859C68[H].C76%10[H].[H]5.[H]9.[H]4.[H]8.[H]3.[H]1.[H]2.[H]6.[H]%10,53362498,"InChI=1S/C13H12ClNO3S/c1-18-12-5-11-7(4-9(12)14)13(16)8-6-19(17)3-2-10(8)15-11/h4-5H,2-3,6H2,1H3,(H,15,16)",QVOUAKNWGOCGLA-UHFFFAOYSA-N,,990.0,1
[F]C12[F].O=C3C=4C25[H].O2C6=C7C=8N9C=4C4%10C1%11[H].C3=8C1=C6[H].C236[H].[H]%11.[H]4.[H]%10.[H]5.[H]9.[H]7.[H]1.[H]3.[H]6,53362492,"InChI=1S/C14H13F2NO2/c1-19-8-2-3-9-12(6-8)17-11-4-5-14(15,16)7-10(11)13(9)18/h2-3,6H,4-5,7H2,1H3,(H,17,18)",CJDNYPWOMABQBT-UHFFFAOYSA-N,,15.8,0
[Cl]C1=C2C=3C4=O.[F]C56[F].N78C=9C%10%11C5%12[H].C65%13C4=9.C=37C3=C1[H].[H]%12.[H]5.[H]%13.[H]%10.[H]%11.[H]8.[H]2.[H]3,53362491,"InChI=1S/C13H10ClF2NO/c14-7-1-2-10-8(5-7)12(18)9-6-13(15,16)4-3-11(9)17-10/h1-2,5H,3-4,6H2,(H,17,18)",LXLLRBCNSXBCNK-UHFFFAOYSA-N,,40.8,0
[Cl]C=1C2=C3C4=O.[F]C56[F].O7C=1C1=C3N3C=8C9%10C5%11[H].C65%12C4=8.C746[H].[H]%11.[H]9.[H]%10.[H]5.[H]%12.[H]3.[H]1.[H]2.[H]4.[H]6,53362437,"InChI=1S/C14H12ClF2NO2/c1-20-12-5-11-7(4-9(12)15)13(19)8-6-14(16,17)3-2-10(8)18-11/h4-5H,2-3,6H2,1H3,(H,18,19)",QNZIHQBSOQPGAY-UHFFFAOYSA-N,,8.5,0
O=C1C=2C34C56C78C9%10C=2N2C%11=C1C1=C%12C=%13OC%14%15[H].C7%16%17[H].C87%18[H].C%11=%13[H].[H]5.[H]6.[H]9.[H]%10.[H]3.[H]4.[H]7.[H]%18.[H]%16.[H]%17.[H]2.[H]1.[H]%12.[H]%14.[H]%15,53362209,"InChI=1S/C16H19NO2/c1-16(2)7-6-12-14(9-16)17-13-8-10(19-3)4-5-11(13)15(12)18/h4-5,8H,6-7,9H2,1-3H3,(H,17,18)",RALALFQLQYUHTR-UHFFFAOYSA-N,,24.8,0
O=C1C=2C34C56C78C9%10C=2N2C%11=C1C1=C%12C=%13OC%14%15[H].C5%16%17[H].C65%18[H].C%11=%13[H].[H]7.[H]8.[H]3.[H]4.[H]9.[H]%10.[H]5.[H]%18.[H]%16.[H]%17.[H]2.[H]1.[H]%12.[H]%14.[H]%15,53362157,"InChI=1S/C16H19NO2/c1-16(2)7-6-13-12(9-16)15(18)11-5-4-10(19-3)8-14(11)17-13/h4-5,8H,6-7,9H2,1-3H3,(H,17,18)",ZKNHBFBJEHNMRO-UHFFFAOYSA-N,,77.0,1
[F]C12[F].[F]1.O=C1C=3C45C67C89C%10%11C=3N3C%12=C1C1=C%13C%14=C%12[H].C%14%12=C%14C%15=C2C2=C%12[H].[H]8.[H]9.[H]6.[H]7.[H]%10.[H]%11.[H]4.[H]5.[H]3.[H]1.[H]%13.[H]%14.[H]%15.[H]2,53361523,"InChI=1S/C20H16F3NO/c21-20(22,23)14-8-5-12(6-9-14)13-7-10-16-18(11-13)24-17-4-2-1-3-15(17)19(16)25/h5-11H,1-4H2,(H,24,25)",WZZLJUGOYUIZIZ-UHFFFAOYSA-N,,990.0,1
[Cl]C1=C2C3=C4C5=C6C7=C8N9C%10=C%11C%12%13SC%14%15C%10%16[H].O=C7%11.C87=C5[H].C45=C1[H].C314[H].[H]%16.[H]%12.[H]%13.[H]9.[H]%14.[H]%15.[H]6.[H]7.[H]5.[H]2.[H]1.[H]4,53361522,"InChI=1S/C19H16ClNOS/c1-11-8-13(20)3-4-14(11)12-2-5-17-15(9-12)19(22)16-10-23-7-6-18(16)21-17/h2-5,8-9H,6-7,10H2,1H3,(H,21,22)",AWFQAMVIOYKULH-UHFFFAOYSA-N,,8.4,0
[F]C12[F].[F]1.O=C1C=3C45C67C89C%10%11C=3N3C%12=C1C1=C%13C%14=C%12[H].O%12C%15=C%16C%17=C%14C%14=C%15[H].O2C2=C%15C%18=C%12C%12=C2[H].[H]8.[H]9.[H]6.[H]7.[H]%10.[H]%11.[H]4.[H]5.[H]3.[H]1.[H]%13.[H]%17.[H]%14.[H]%16.[H]%18.[H]%12.[H]%15,53361521,"InChI=1S/C26H20F3NO3/c27-26(28,29)33-20-12-10-19(11-13-20)32-18-8-5-16(6-9-18)17-7-14-22-24(15-17)30-23-4-2-1-3-21(23)25(22)31/h5-15H,1-4H2,(H,30,31)",CRLIASARBYYRDW-UHFFFAOYSA-N,,173.3,1
[F]C=1C=2C3=O.[F]C4=C5C=2N2C=6C78C9%10C%11%12C%13%14C3=6.C=14[H].[H]%11.[H]%12.[H]9.[H]%10.[H]%13.[H]%14.[H]7.[H]8.[H]2.[H]5,53361520,"InChI=1S/C13H11F2NO/c14-7-5-9(15)12-11(6-7)16-10-4-2-1-3-8(10)13(12)17/h5-6H,1-4H2,(H,16,17)",MGNDIXJBRIWOKJ-UHFFFAOYSA-N,,3.6,0
O=C1C=2C34C56C78C9%10C=2N2C=%11C1=C1C%12=C%13C=%11[H].[H]7.[H]8.[H]5.[H]6.[H]9.[H]%10.[H]3.[H]4.[H]2.[H]1.[H]%12.[H]%13,95996,"InChI=1S/C13H13NO/c15-13-9-5-1-3-7-11(9)14-12-8-4-2-6-10(12)13/h1,3,5,7H,2,4,6,8H2,(H,14,15)",CVEXTAUZJWYDJX-UHFFFAOYSA-N,,18.2,0
[Cl][H].[F]C12[F].[F]1.N13C45C67C89C%10%11C1%12[H].N1%13C%14%15C3%16[H].N3%17C1=C1C%18=C%19C3=NC=3C%17=C%17C%20=C%21C=3[H].N#C%19.C%183=C%18C%19=C2C2=C3[H].[H]%12.[H]4.[H]5.[H]%10.[H]%11.[H]6.[H]7.[H]8.[H]9.[H]%16.[H]%14.[H]%15.[H]%13.[H]1.[H]%17.[H]%20.[H]%21.[H]%18.[H]%19.[H]2,56683267,"InChI=1S/C26H24F3N5.ClH/c27-26(28,29)19-10-8-18(9-11-19)20-16-24(31-12-15-33-13-4-1-5-14-33)34-23-7-3-2-6-22(23)32-25(34)21(20)17-30;/h2-3,6-11,16,31H,1,4-5,12-15H2;1H",UGDWBGSOJHLVMO-UHFFFAOYSA-N,,59.5,1
[Cl][H].[F]C12[F].[F]1.O1C34C56N7C89C%10%11N%12C=%13N%14C%15=NC=%16C%14=C%14C%17=C%18C=%16[H].N#CC%15=C%15C=%13[H].C7%13%16C17[H].C%151=C%15C%19=C2C2=C1[H].[H]8.[H]9.[H]%13.[H]%16.[H]5.[H]6.[H]%10.[H]%11.[H]7.[H]3.[H]4.[H]%12.[H]%14.[H]%17.[H]%18.[H]%15.[H]%19.[H]2,56679941,"InChI=1S/C25H22F3N5O.ClH/c26-25(27,28)18-7-5-17(6-8-18)19-15-23(30-9-10-32-11-13-34-14-12-32)33-22-4-2-1-3-21(22)31-24(33)20(19)16-29;/h1-8,15,30H,9-14H2;1H",JMBUYLUUKCTYFA-UHFFFAOYSA-N,,26.6,0
[Cl][H].[F]C12[F].[F]1.O1C34C56N7C89C%10%11C%12%13N%14C=%15N%16C%17=NC=%18C%16=C%16C%19=C%20C=%18[H].N#CC%17=C%17C=%15[H].C7%15%18C17[H].C%171=C%17C%21=C2C2=C1[H].[H]8.[H]9.[H]%10.[H]%11.[H]%15.[H]%18.[H]5.[H]6.[H]%12.[H]%13.[H]7.[H]3.[H]4.[H]%14.[H]%16.[H]%19.[H]%20.[H]%17.[H]%21.[H]2,56679889,"InChI=1S/C26H24F3N5O.ClH/c27-26(28,29)19-8-6-18(7-9-19)20-16-24(31-10-3-11-33-12-14-35-15-13-33)34-23-5-2-1-4-22(23)32-25(34)21(20)17-30;/h1-2,4-9,16,31H,3,10-15H2;1H",BUMMWTGACOWTKJ-UHFFFAOYSA-N,,19.9,0
[Cl][H].[F]C12[F].[F]1.N13C=4N5C67C89N%10C%11%12C%13%14[H].N%15=C1C1=C%16C=4[H].N#C1.C3=1C%15=C3C4=C%15C=1[H].C%161=C%16C%17=C2C2=C1[H].[H]5.[H]6.[H]7.[H]8.[H]9.[H]3.[H]%15.[H]%16.[H]4.[H]%10.[H]%17.[H]2.[H]%11.[H]%12.[H]%13.[H]%14,56676600,"InChI=1S/C23H20F3N5.ClH/c1-2-28-11-12-29-21-13-17(15-7-9-16(10-8-15)23(24,25)26)18(14-27)22-30-19-5-3-4-6-20(19)31(21)22;/h3-10,13,28-29H,2,11-12H2,1H3;1H",CYBFMOQFHBBBOR-UHFFFAOYSA-N,,321.2,1
[Cl][H].[F]C12[F].[F]1.N13C45C67C89C1%10[H].N1%11C%12%13C3%14[H].N3%15C1=C1C%16=C%17C3=NC=3C%15=C%15C%18=C%19C=3[H].N#C%17.C%163=C%16C%17=C2C2=C3[H].[H]4.[H]5.[H]%10.[H]6.[H]7.[H]8.[H]9.[H]%14.[H]%12.[H]%13.[H]%11.[H]1.[H]%15.[H]%18.[H]%19.[H]%16.[H]%17.[H]2,56676599,"InChI=1S/C25H22F3N5.ClH/c26-25(27,28)18-9-7-17(8-10-18)19-15-23(30-11-14-32-12-3-4-13-32)33-22-6-2-1-5-21(22)31-24(33)20(19)16-29;/h1-2,5-10,15,30H,3-4,11-14H2;1H",BTYUXOIRDGGQMO-UHFFFAOYSA-N,,67.6,1
[Cl][H].[F]C12[F].[F]1.N13C=4N5C67C89N%10C%11%12C%13%14[H].N%15=C1C1=C%16C=4[H].N#C1.C3=1C%15=C3C4=C%15C=1[H].C%101%17C%10%18[H].C%16%19=C%16C%20=C2C2=C%19[H].[H]8.[H]9.[H]6.[H]7.[H]5.[H]1.[H]%17.[H]%11.[H]%12.[H]3.[H]%10.[H]%18.[H]%13.[H]%14.[H]%15.[H]4.[H]%16.[H]%20.[H]2,56676598,"InChI=1S/C25H24F3N5.ClH/c1-3-32(4-2)14-13-30-23-15-19(17-9-11-18(12-10-17)25(26,27)28)20(16-29)24-31-21-7-5-6-8-22(21)33(23)24;/h5-12,15,30H,3-4,13-14H2,1-2H3;1H",NKKOUYBJCNBMBA-UHFFFAOYSA-N,,24.1,0
[Cl]C=1C2=C3C45C67C89C%10%11C%12%13C%14%15C6%16[H].[Cl]C=1C1=C3[H].N36C7%17[H].C837[H].[H]9.[H]%16.[H]%17.[H]%10.[H]%11.[H]7.[H]4.[H]5.[H]%14.[H]%15.[H]%12.[H]%13.[H]6.[H]2.[H]1,53392852,"InChI=1S/C15H19Cl2N/c16-13-5-4-11(7-14(13)17)8-15-6-2-1-3-12(15)9-18-10-15/h4-5,7,12,18H,1-3,6,8-10H2/t12-,15-/m1/s1",MEAWOAPXKTVYPU-IUODEOHRSA-N,,300.0,1
[Cl]C=1C2=C3C45C67C89C%10%11N%12C6%13[H].[Cl]C=1C1=C3[H].C736C7%14C%15%16C8%17[H].C%128%18[H].[H]9.[H]%13.[H]3.[H]6.[H]%10.[H]%11.[H]%17.[H]4.[H]5.[H]7.[H]%14.[H]%15.[H]%16.[H]8.[H]%18.[H]2.[H]1,53392850,"InChI=1S/C16H21Cl2N/c1-19-10-13-4-2-3-7-16(13,11-19)9-12-5-6-14(17)15(18)8-12/h5-6,8,13H,2-4,7,9-11H2,1H3/t13-,16-/m1/s1",CHWUQEOFMAPDHN-CZUORRHYSA-N,,25.0,0
N12C34C56C78C9%10C%11%12C5%13[H].C175[H].C61=C6C=7C=%14C%15=C1[H].C=71C7=C%16C=%14[H].[H]8.[H]%13.[H]9.[H]%10.[H]3.[H]4.[H]%11.[H]%12.[H]5.[H]2.[H]6.[H]%15.[H]1.[H]7.[H]%16,53391718,"InChI=1S/C17H19N/c1-2-5-14-10-15(8-7-13(14)4-1)17-9-3-6-16(17)11-18-12-17/h1-2,4-5,7-8,10,16,18H,3,6,9,11-12H2/t16-,17+/m1/s1",KZCROLYCBADBTI-SJORKVTESA-N,,56.0,0
N12C34C56C78C9%10C%11%12C5%13[H].C175[H].C61=C6C=7C=%14C%15=C1[H].C=71C7=C%16C=%14[H].[H]8.[H]%13.[H]9.[H]%10.[H]3.[H]4.[H]%11.[H]%12.[H]5.[H]2.[H]6.[H]%15.[H]1.[H]7.[H]%16,53391717,"InChI=1S/C17H19N/c1-2-5-14-10-15(8-7-13(14)4-1)17-9-3-6-16(17)11-18-12-17/h1-2,4-5,7-8,10,16,18H,3,6,9,11-12H2/t16-,17+/m0/s1",KZCROLYCBADBTI-DLBZAZTESA-N,,26.0,0
N12C34C56C78C19[H].C51%10C5%11C%12%13C7%14[H].C67=C6C=%15C=%16C%17=C7[H].C27%18[H].C=%152C%15=C%19C=%16[H].[H]8.[H]3.[H]4.[H]1.[H]%10.[H]9.[H]%14.[H]5.[H]%11.[H]%12.[H]%13.[H]7.[H]%18.[H]6.[H]%17.[H]2.[H]%15.[H]%19,53391716,"InChI=1S/C19H23N/c1-20-13-18-8-4-5-11-19(18,14-20)17-10-9-15-6-2-3-7-16(15)12-17/h2-3,6-7,9-10,12,18H,4-5,8,11,13-14H2,1H3/t18-,19+/m1/s1",BIDMNSYJUSJTRE-MOPGFXCFSA-N,,7.0,0
N12C34C56C78C9%10C%11%12C5%13[H].C175[H].C61=C6C=7C=%14C%15=C1[H].C21%16[H].C=72C7=C%17C=%14[H].[H]8.[H]%13.[H]3.[H]4.[H]9.[H]%10.[H]5.[H]%11.[H]%12.[H]1.[H]%16.[H]6.[H]%15.[H]2.[H]7.[H]%17,53391714,"InChI=1S/C18H21N/c1-19-12-17-7-4-10-18(17,13-19)16-9-8-14-5-2-3-6-15(14)11-16/h2-3,5-6,8-9,11,17H,4,7,10,12-13H2,1H3/t17-,18+/m1/s1",QSOVYEIFTQKDEW-MSOLQXFVSA-N,,18.0,0
N12C34C56C78C9%10C%11%12C5%13[H].C175[H].C61=C6C=7C=%14C%15=C1[H].C21%16[H].C=72C7=C%17C=%14[H].[H]8.[H]%13.[H]3.[H]4.[H]9.[H]%10.[H]5.[H]%11.[H]%12.[H]1.[H]%16.[H]6.[H]%15.[H]2.[H]7.[H]%17,53391618,"InChI=1S/C18H21N/c1-19-12-17-7-4-10-18(17,13-19)16-9-8-14-5-2-3-6-15(14)11-16/h2-3,5-6,8-9,11,17H,4,7,10,12-13H2,1H3/t17-,18+/m0/s1",QSOVYEIFTQKDEW-ZWKOTPCHSA-N,,18.0,0
N12C34C56C78C19[H].C51%10C5%11C%12%13C7%14[H].C67=C6C=%15C=%16C%17=C7[H].C27%18[H].C=%152C%15=C%19C=%16[H].[H]8.[H]3.[H]4.[H]1.[H]%10.[H]9.[H]%14.[H]5.[H]%11.[H]%12.[H]%13.[H]7.[H]%18.[H]6.[H]%17.[H]2.[H]%15.[H]%19,53391517,"InChI=1S/C19H23N/c1-20-13-18-8-4-5-11-19(18,14-20)17-10-9-15-6-2-3-7-16(15)12-17/h2-3,6-7,9-10,12,18H,4-5,8,11,13-14H2,1H3/t18-,19+/m0/s1",BIDMNSYJUSJTRE-RBUKOAKNSA-N,,18.0,0
[Cl]C=1C2=C3C45C67C89N%10C4%11[H].[Cl]C=1C1=C3[H].C534C5%12C%13%14C6%15[H].C%106%16C%10%17[H].[H]7.[H]%11.[H]3.[H]4.[H]8.[H]9.[H]%15.[H]5.[H]%12.[H]%13.[H]%14.[H]6.[H]%16.[H]2.[H]%10.[H]%17.[H]1,46701091,"InChI=1S/C16H21Cl2N/c1-2-19-10-13-5-3-4-8-16(13,11-19)12-6-7-14(17)15(18)9-12/h6-7,9,13H,2-5,8,10-11H2,1H3/t13-,16+/m1/s1",KVTPLEPXMVVCIZ-CJNGLKHVSA-N,,52.0,0
[Cl]C=1C2=C3C45C67C89N%10C4%11[H].[Cl]C=1C1=C3[H].C534C5%12C%13%14C6%15[H].C%106%16C%10%17[H].[H]7.[H]%11.[H]3.[H]4.[H]8.[H]9.[H]%15.[H]5.[H]%12.[H]%13.[H]%14.[H]6.[H]%16.[H]2.[H]%10.[H]%17.[H]1,46701090,"InChI=1S/C16H21Cl2N/c1-2-19-10-13-5-3-4-8-16(13,11-19)12-6-7-14(17)15(18)9-12/h6-7,9,13H,2-5,8,10-11H2,1H3/t13-,16+/m0/s1",KVTPLEPXMVVCIZ-XJKSGUPXSA-N,,33.0,0
[Cl]C=1C2=C3C45C67C89N%10C4%11[H].[Cl]C=1C1=C3[H].C534C5%12C%13%14C6%15[H].C%106%16[H].[H]7.[H]%11.[H]3.[H]4.[H]8.[H]9.[H]%15.[H]5.[H]%12.[H]%13.[H]%14.[H]6.[H]%16.[H]2.[H]1,46701089,"InChI=1S/C15H19Cl2N/c1-18-9-12-4-2-3-7-15(12,10-18)11-5-6-13(16)14(17)8-11/h5-6,8,12H,2-4,7,9-10H2,1H3/t12-,15+/m1/s1",FEYNATNTSNGKKO-DOMZBBRYSA-N,,45.0,0
[Cl]C=1C2=C3C45C67C89N%10C4%11[H].[Cl]C=1C1=C3[H].C534C5%12C%13%14C6%15[H].C%106%16[H].[H]7.[H]%11.[H]3.[H]4.[H]8.[H]9.[H]%15.[H]5.[H]%12.[H]%13.[H]%14.[H]6.[H]%16.[H]2.[H]1,46701088,"InChI=1S/C15H19Cl2N/c1-18-9-12-4-2-3-7-15(12,10-18)11-5-6-13(16)14(17)8-11/h5-6,8,12H,2-4,7,9-10H2,1H3/t12-,15+/m0/s1",FEYNATNTSNGKKO-SWLSCSKDSA-N,,35.0,0
[Cl]C=1C2=C3C45C67C89C%10%11C%12%13C4%14[H].[Cl]C=1C1=C3[H].N34C5%15[H].C635[H].[H]7.[H]%14.[H]%15.[H]8.[H]9.[H]5.[H]%12.[H]%13.[H]%10.[H]%11.[H]4.[H]2.[H]1,46701087,"InChI=1S/C14H17Cl2N/c15-12-5-4-10(7-13(12)16)14-6-2-1-3-11(14)8-17-9-14/h4-5,7,11,17H,1-3,6,8-9H2/t11-,14+/m1/s1",UIBIRCANCAKLIN-RISCZKNCSA-N,,300.0,1
[Cl]C=1C2=C3C45C67C89C%10%11C%12%13C4%14[H].[Cl]C=1C1=C3[H].N34C5%15[H].C635[H].[H]7.[H]%14.[H]%15.[H]8.[H]9.[H]5.[H]%12.[H]%13.[H]%10.[H]%11.[H]4.[H]2.[H]1,46701086,"InChI=1S/C14H17Cl2N/c15-12-5-4-10(7-13(12)16)14-6-2-1-3-11(14)8-17-9-14/h4-5,7,11,17H,1-3,6,8-9H2/t11-,14+/m0/s1",UIBIRCANCAKLIN-SMDDNHRTSA-N,,300.0,1
[Cl]C=1C2=C3C45C67C89C%10%11C4%12[H].[Cl]C=1C1=C3[H].N34C5%13[H].C635[H].C436[H].[H]7.[H]%12.[H]%13.[H]8.[H]9.[H]5.[H]%10.[H]%11.[H]3.[H]6.[H]2.[H]1,46701017,"InChI=1S/C14H17Cl2N/c1-17-8-11-3-2-6-14(11,9-17)10-4-5-12(15)13(16)7-10/h4-5,7,11H,2-3,6,8-9H2,1H3/t11-,14+/m1/s1",RCJIOMDJRBCHJE-RISCZKNCSA-N,,27.0,0
[Cl]C=1C2=C3C45C67C89C%10%11C4%12[H].[Cl]C=1C1=C3[H].N34C5%13[H].C635[H].C436[H].[H]7.[H]%12.[H]%13.[H]8.[H]9.[H]5.[H]%10.[H]%11.[H]3.[H]6.[H]2.[H]1,46701016,"InChI=1S/C14H17Cl2N/c1-17-8-11-3-2-6-14(11,9-17)10-4-5-12(15)13(16)7-10/h4-5,7,11H,2-3,6,8-9H2,1H3/t11-,14+/m0/s1",RCJIOMDJRBCHJE-SMDDNHRTSA-N,,27.0,0
[Cl]C=1C2=C3C45C67C89C%10%11C4%12[H].[Cl]C=1C1=C3[H].N34C5%13[H].C635[H].[H]7.[H]%12.[H]8.[H]9.[H]%13.[H]%10.[H]%11.[H]5.[H]4.[H]2.[H]1,46701015,"InChI=1S/C13H15Cl2N/c14-11-4-3-9(6-12(11)15)13-5-1-2-10(13)7-16-8-13/h3-4,6,10,16H,1-2,5,7-8H2/t10-,13+/m1/s1",ZOSQXAHBYHMVCA-MFKMUULPSA-N,,91.0,1
[Cl]C=1C2=C3C45C67C89C%10%11C4%12[H].[Cl]C=1C1=C3[H].N34C5%13[H].C635[H].[H]7.[H]%12.[H]8.[H]9.[H]%13.[H]%10.[H]%11.[H]5.[H]4.[H]2.[H]1,46235733,"InChI=1S/C13H15Cl2N/c14-11-4-3-9(6-12(11)15)13-5-1-2-10(13)7-16-8-13/h3-4,6,10,16H,1-2,5,7-8H2/t10-,13+/m0/s1",ZOSQXAHBYHMVCA-GXFFZTMASA-N,,56.0,0
O1C23C45C67N8C9%10C%11%12C%13%14C9%15[H].O=C9N%16N=C%17C%18=C%19C%20=C1C1=C%18[H].C8%18%21C28[H].C%172=C9[H].C%169%17[H].[H]%10.[H]%11.[H]%12.[H]%15.[H]%13.[H]%14.[H]%18.[H]%21.[H]6.[H]7.[H]8.[H]4.[H]5.[H]3.[H]%20.[H]1.[H]%19.[H]2.[H]9.[H]%17,56663405,"InChI=1S/C20H25N3O2/c1-22-20(24)10-9-19(21-22)15-5-7-17(8-6-15)25-18-11-13-23(14-12-18)16-3-2-4-16/h5-10,16,18H,2-4,11-14H2,1H3",OKPOOUTXUHAIJC-UHFFFAOYSA-N,,35.0,0
S=123=O.O=1.N14C56C78N9C%10%11C1%12[H].N1%13N=C%14N%15C%16=C%17C%18=C4C4=C%16[H].N2%16C=2C=%19C1=C1C%20=C%13C%13=N%14.C9%14%21[H].C=%199C%19=C%22C=2[H].C%162%23[H].C3%16%24[H].[H]%12.[H]5.[H]6.[H]%10.[H]%11.[H]7.[H]8.[H]%14.[H]%21.[H]%18.[H]4.[H]%17.[H]%15.[H]1.[H]%20.[H]9.[H]%13.[H]2.[H]%23.[H]%19.[H]%22.[H]%16.[H]%24,54577896,"InChI=1S/C25H29N7O2S/c1-29-14-16-31(17-15-29)20-10-8-19(9-11-20)27-25-26-18-21-12-13-24(32(21)28-25)22-6-4-5-7-23(22)30(2)35(3,33)34/h4-13,18H,14-17H2,1-3H3,(H,27,28)",XFXOOLLVYYZWQL-UHFFFAOYSA-N,,30.0,0
O1C=2C=3C=4N5N=C6N7C8=C9C%10=C%11N%12C%13%14C%15%16N%17C%18%19C%12%20[H].N6=C6C5=C5C=4[H].C%174%12[H].C%11%17=C8[H].C=38C3=C%11C=2[H].C12%21[H].[H]%13.[H]%14.[H]%20.[H]%15.[H]%16.[H]%18.[H]%19.[H]4.[H]%12.[H]%10.[H]%17.[H]9.[H]7.[H]5.[H]6.[H]8.[H]3.[H]%11.[H]2.[H]%21,54577892,"InChI=1S/C24H26N6O/c1-28-13-15-29(16-14-28)19-9-7-18(8-10-19)26-24-25-17-20-11-12-22(30(20)27-24)21-5-3-4-6-23(21)31-2/h3-12,17H,13-16H2,1-2H3,(H,26,27)",LLSXHTXXTKDPRH-UHFFFAOYSA-N,,8.0,0
[Cl][H].O=C1N2O[H].N34C56C78N9C%10%11C%12%13[H].N%14=C3C3%15C%16%17C%18%19C%20%21[H].C4%22=C%14C4=C%14C%23=C%22[H].C%10%22%24[H].C%14%10=C1[H].[H]5.[H]6.[H]3.[H]%15.[H]7.[H]8.[H]%16.[H]%17.[H]9.[H]%11.[H]%18.[H]%19.[H]4.[H]%23.[H]%22.[H]%24.[H]%12.[H]%13.[H]%20.[H]%21.[H]%10.[H]2,56683825,"InChI=1S/C19H28N4O2.ClH/c1-4-5-6-18-21-16-13-15(8-10-19(24)22-25)7-9-17(16)23(18)12-11-20-14(2)3;/h7-10,13-14,20,25H,4-6,11-12H2,1-3H3,(H,22,24);1H/b10-8+;",DQNWOYIJTBBYJP-VRTOBVRTSA-N,,36.0,0
[Cl][H].O=C1N2O[H].N34C5=NC6=C3C3=C7C8=C6[H].N69C%10%11C4%12[H].C54%13C5%14C%15%16C%17%18C%19%20C%21%22[H].C6%23%24C6%25[H].C8%26=C1[H].[H]4.[H]%13.[H]5.[H]%14.[H]%15.[H]%16.[H]%12.[H]%17.[H]%18.[H]%10.[H]%11.[H]%19.[H]%20.[H]3.[H]7.[H]9.[H]%21.[H]%22.[H]%23.[H]%24.[H]%26.[H]6.[H]%25.[H]2,56677184,"InChI=1S/C20H30N4O2.ClH/c1-3-5-6-7-8-19-22-17-15-16(10-12-20(25)23-26)9-11-18(17)24(19)14-13-21-4-2;/h9-12,15,21,26H,3-8,13-14H2,1-2H3,(H,23,25);1H/b12-10+;",PGAZEWQJZLKAHK-VHPXAQPISA-N,,1.6,0
[Cl][H].O=C1N2O[H].N34C5=NC6=C4C4=C7C8=C6[H].N69C%10%11C3%12[H].C53%13C5%14C%15%16C%17%18C%19%20C%21%22[H].C6%23%24[H].C96%25[H].C89=C1[H].[H]3.[H]%13.[H]5.[H]%14.[H]%12.[H]%15.[H]%16.[H]%10.[H]%11.[H]%17.[H]%18.[H]4.[H]%19.[H]%20.[H]7.[H]%21.[H]%22.[H]6.[H]%25.[H]%23.[H]%24.[H]9.[H]2,56666900,"InChI=1S/C20H30N4O2.ClH/c1-4-5-6-7-8-19-21-17-15-16(10-12-20(25)22-26)9-11-18(17)24(19)14-13-23(2)3;/h9-12,15,26H,4-8,13-14H2,1-3H3,(H,22,25);1H/b12-10+;",XKBGCHKDGOLPKL-VHPXAQPISA-N,,16.0,0
[Cl][H].O=C1N2O[H].N34C56C78N9C%10%11C%12%13[H].N%14=C3C3%15C%16%17C%18%19C%20%21[H].C4%22=C%14C4=C%14C%23=C%22[H].C9%22%24C9%25[H].C%14%26=C1[H].[H]5.[H]6.[H]7.[H]8.[H]3.[H]%15.[H]%16.[H]%17.[H]%22.[H]%24.[H]%10.[H]%11.[H]%18.[H]%19.[H]4.[H]%23.[H]9.[H]%25.[H]%12.[H]%13.[H]%20.[H]%21.[H]%26.[H]2,56666899,"InChI=1S/C20H30N4O2.ClH/c1-4-7-8-19-21-17-15-16(10-12-20(25)22-26)9-11-18(17)24(19)14-13-23(5-2)6-3;/h9-12,15,26H,4-8,13-14H2,1-3H3,(H,22,25);1H/b12-10+;",RCLMPSZFYQJPQD-VHPXAQPISA-N,,27.0,0
